Fold;Accuracy Mean;Accuracy Std;Jaccard Mean;Jaccard Std;DICE Mean;DICE Std;Precision Mean;Precision Std;Recall Mean;Recall Std
1;0.9999628975277856;0.00019317416027889858;0.9504266139700864;0.08380266122166376;0.97141045;0.07567743;0.9695365981272805;0.08137986010618484;0.9786781477159356;0.03129106999619036
2;0.9999732289995465;2.61935266627043e-05;0.9385734279754201;0.08463245227301519;0.96572983;0.059862748;0.9737818287466466;0.03520424039821857;0.9637011804282059;0.0826947428622499
3;0.9999755677722749;2.6845996440838503e-05;0.9408229175210536;0.07704334866181703;0.96759254;0.04855312;0.9829786220650456;0.029089099924367715;0.9571679974087497;0.07690452377437991
4;0.9999799214437336;2.2380799895724933e-05;0.9481339754502286;0.05858884900473419;0.9723538;0.0341298;0.9794517053167219;0.03211371404863396;0.9678713534920396;0.0545126206894427
5;0.9999788706887982;2.330225968546526e-05;0.9459781810183996;0.10415861315204815;0.9673566;0.09306494;0.9773069525624495;0.10035700289556804;0.9619725824308017;0.08479711862763972
Overall Mean;0.9999740972864277;6.0836999086372415e-06;0.9447870231870376;0.004444070877393067;0.96888864;0.0025444846;0.9766111413636288;0.004629296688839606;0.9658782522951466;0.007261848447238073
