Epoch;Loss;Validation Loss
1;0.9969444870948792;0.9982666969299316
2;0.990385115146637;0.997741162776947
3;0.9782211780548096;0.7370387315750122
4;0.9435034990310669;0.9664235711097717
5;0.8371402621269226;0.977423369884491
6;0.5507404804229736;0.5664991140365601
7;0.31655415892601013;0.9559645056724548
8;0.2252388596534729;0.6439852714538574
9;0.13556915521621704;0.07053645700216293
10;0.09251271188259125;0.061080045998096466
11;0.083184152841568;0.11033023148775101
12;0.07427086681127548;0.0772833526134491
13;0.06851819902658463;0.10638427734375
14;0.0645809918642044;0.18535397946834564
15;0.06645045429468155;0.10518891364336014
16;0.071840301156044;0.0731005072593689
17;0.061207812279462814;0.0675855353474617
18;0.0492570661008358;0.049503393471241
19;0.05087476596236229;0.30171242356300354
20;0.04369315132498741;0.09610364586114883
21;0.041938841342926025;0.08136822283267975
22;0.03839470446109772;0.044362135231494904
23;0.04057943820953369;0.04960070177912712
24;0.03813454508781433;0.03722503408789635
25;0.036080632358789444;0.07800599932670593
26;0.03628488630056381;0.052602678537368774
27;0.03869238495826721;0.0357467457652092
28;0.03688426688313484;0.02735760621726513
29;0.03306398540735245;0.04962276667356491
30;0.03408854454755783;0.06767305731773376
31;0.033225756138563156;0.027765490114688873
32;0.0358579196035862;0.045357268303632736
33;0.03730496019124985;0.17230810225009918
34;0.03752593323588371;0.15163269639015198
35;0.0354800820350647;0.026392752304673195
36;0.033122025430202484;0.03383878991007805
37;0.033761657774448395;0.024324093014001846
38;0.0345267727971077;0.03448186814785004
39;0.03141440078616142;0.022816430777311325
40;0.032418590039014816;0.04188045114278793
41;0.03226960822939873;0.0340387299656868
42;0.03932513669133186;0.3290441036224365
43;0.0504220649600029;0.14372169971466064
44;0.04343387484550476;0.16228005290031433
45;0.039902836084365845;0.030077723786234856
46;0.03857613354921341;0.057949572801589966
47;0.03729984536767006;0.03837781399488449
48;0.03362012654542923;0.023666176944971085
49;0.03232136741280556;0.03716441988945007
50;0.03314020112156868;0.03674491122364998
51;0.03092585876584053;0.028765792027115822
52;0.03244459629058838;0.04976378008723259
53;0.028191668912768364;0.025736836716532707
54;0.027929598465561867;0.023335913196206093
55;0.03012576326727867;0.029774166643619537
56;0.029867585748434067;0.028011003509163857
57;0.031832728534936905;0.02266768366098404
58;0.027903255075216293;0.023008259013295174
59;0.026346465572714806;0.03006049059331417
60;0.027690552175045013;0.021554643288254738
61;0.02887890860438347;0.02923470363020897
62;0.027152860537171364;0.019602807238698006
63;0.028139576315879822;0.023086894303560257
64;0.025848636403679848;0.02074376493692398
65;0.025685066357254982;0.017218802124261856
66;0.026744410395622253;0.03493872284889221
67;0.025644751265645027;0.019406409934163094
68;0.02504873089492321;0.042920827865600586
69;0.025456612929701805;0.024261945858597755
70;0.024767957627773285;0.02913026325404644
71;0.025622237473726273;0.03412284329533577
72;0.026103241369128227;0.025312505662441254
73;0.025179775431752205;0.028116784989833832
74;0.028426947072148323;0.04568411782383919
75;0.026254668831825256;0.019519416615366936
76;0.024211015552282333;0.015998145565390587
77;0.023255009204149246;0.018791502341628075
78;0.0247785821557045;0.017851117998361588
79;0.023428168147802353;0.020695064216852188
80;0.022698767483234406;0.021502869203686714
81;0.022978363558650017;0.021757086738944054
82;0.024480726569890976;0.028485871851444244
83;0.02310161478817463;0.04309970512986183
84;0.022711725905537605;0.027990585193037987
85;0.026641076430678368;0.02039061300456524
86;0.023819439113140106;0.01856352388858795
87;0.02295651286840439;0.016421068459749222
88;0.026795484125614166;0.02091170847415924
89;0.024729976430535316;0.025161921977996826
90;0.023064401000738144;0.019486384466290474
91;0.02311074733734131;0.030136048793792725
92;0.023907670751214027;0.019450226798653603
93;0.02291635423898697;0.020762041211128235
94;0.025665724650025368;0.025103844702243805
95;0.023719020187854767;0.01822757162153721
96;0.02276041731238365;0.16148079931735992
97;0.02585609257221222;0.024469081312417984
98;0.023534389212727547;0.02081000804901123
99;0.021397095173597336;0.018863342702388763
100;0.021359972655773163;0.015797950327396393
101;0.02140483632683754;0.023625731468200684
102;0.025843452662229538;0.017515404149889946
103;0.022642651572823524;0.019210809841752052
104;0.022995974868535995;0.017699874937534332
105;0.05084240436553955;0.897128701210022
106;0.09200843423604965;0.2967195510864258
107;0.0602482371032238;0.16940917074680328
108;0.04238205403089523;0.04724806919693947
109;0.037874553352594376;0.030445797368884087
110;0.03360647335648537;0.03911397606134415
111;0.035691794008016586;0.02510969340801239
112;0.034319207072257996;0.02252422831952572
113;0.03374102711677551;0.02251121774315834
114;0.03269524127244949;0.0218365341424942
115;0.03106839768588543;0.027384258806705475
116;0.03142432123422623;0.028862090781331062
117;0.0316416397690773;0.020014354959130287
118;0.03196553885936737;0.03600689396262169
119;0.029547646641731262;0.04343858361244202
120;0.029631268233060837;0.025950085371732712
121;0.032532382756471634;0.02220548875629902
122;0.03022133931517601;0.11137796938419342
123;0.030253587290644646;0.02564353682100773
124;0.028018200770020485;0.022210944443941116
125;0.029537977650761604;0.03288837894797325
126;0.027344688773155212;0.019657282158732414
127;0.027046671137213707;0.02044719085097313
128;0.02775878831744194;0.020078767091035843
129;0.027695411816239357;0.024895640090107918
130;0.028551623225212097;0.0186015535145998
131;0.02575358748435974;0.0352553129196167
132;0.027803679928183556;0.030147096142172813
133;0.028369499370455742;0.030929621309041977
134;0.027899811044335365;0.02054765447974205
135;0.025892559438943863;0.017590263858437538
136;0.025942370295524597;0.018282558768987656
137;0.025218622758984566;0.018438583239912987
138;0.027440614998340607;0.021729836240410805
139;0.027108799666166306;0.019238099455833435
140;0.02770974114537239;0.019058216363191605
141;0.02553255669772625;0.03597666323184967
142;0.025794437155127525;0.017801018431782722
143;0.025156477466225624;0.01844324730336666
144;0.025136450305581093;0.018162261694669724
145;0.02559681423008442;0.022483810782432556
146;0.02443569526076317;0.01804404892027378
147;0.02582312561571598;0.024809852242469788
148;0.025033725425601006;0.016467098146677017
149;0.025369761511683464;0.030292848125100136
150;0.023355655372142792;0.018069759011268616
