Fold;Accuracy Mean;Accuracy Std;Jaccard Mean;Jaccard Std;DICE Mean;DICE Std;Precision Mean;Precision Std;Recall Mean;Recall Std
1;0.9999518621535528;0.00019535766371189678;0.9350441318642806;0.08714199431151087;0.9630591;0.07713714;0.9714017032318477;0.07987368728601553;0.9605393629038849;0.051329982886941294
2;0.999972729455857;2.5615614300470773e-05;0.9350835699683212;0.08152494581189246;0.9641077;0.056463923;0.9740784896302943;0.04358811605974794;0.9583360733173281;0.07794587895700776
3;0.9999735468909854;2.9463795932891748e-05;0.931272459616534;0.12798106458003364;0.9567971;0.11725566;0.9600178691641665;0.11354218980353259;0.9585189654907805;0.12717755827711308
4;0.9999760839039694;2.5572521497352587e-05;0.9364512221062293;0.07003475862387423;0.965665;0.04215729;0.9690570417601964;0.05380046991413804;0.9665056280923339;0.05690990976064348
5;0.9999809036711733;2.1973320123833215e-05;0.9519091697813122;0.07609386996759221;0.97324634;0.055273812;0.974623384001425;0.06855875992173897;0.9766245405373185;0.04156556149714369
Overall Mean;0.9999710252151075;9.996603834906639e-06;0.9379521106673355;0.0071882511114358194;0.964575;0.005279995;0.969835697557586;0.005298521662539807;0.9641049140683291;0.006923871387825891
