Fold;Accuracy Mean;Accuracy Std;Jaccard Mean;Jaccard Std;DICE Mean;DICE Std;Precision Mean;Precision Std;Recall Mean;Recall Std
1;0.9999364671253023;0.00019654770907292824;0.9028464097083968;0.12974457869765696;0.94129217;0.11523607;0.950309232816428;0.11601635948677753;0.9419139781062607;0.10908796097463376
2;0.9999564715794155;4.825671083714249e-05;0.9058064282979954;0.12925816471839932;0.94284886;0.116916865;0.9539636421846248;0.1147543828511423;0.9369166965269988;0.12702102362503465
3;0.9999659174964541;3.250267655614838e-05;0.8988628128866235;0.16116119584864955;0.93462145;0.1458311;0.9389694382240664;0.155340563291881;0.9390258347128373;0.14587986123905622
4;0.9999545434277929;5.520673242612208e-05;0.8731205489777927;0.17713898190628594;0.91713053;0.16321284;0.9575127401827498;0.15222690254341026;0.894996347827244;0.16777099593162714
5;0.9999644342296852;4.104155654402037e-05;0.9024744674015838;0.14536749827473308;0.93884003;0.13205549;0.9523777303117336;0.14428399292637603;0.9363556264517856;0.11976925614265019
Overall Mean;0.9999555667717299;1.0511248416125242e-05;0.8966221334544784;0.01195564984865834;0.93494654;0.009331547;0.9506265567439204;0.0062866744327547104;0.9298416967250253;0.017531535077214985
