Index;Accuracy;Jaccard;DICE;Precision;Recall
0;0.9999542236328125;0.8681318681318682;0.92941165;0.9634146341463414;0.8977272727272727
1;0.9999427795410156;0.8760330578512396;0.9339207;0.9217391304347826;0.9464285714285714
2;0.9998855590820312;0.8192771084337349;0.9006622;0.85;0.9577464788732394
3;0.9999351501464844;0.8827586206896552;0.93772894;0.9846153846153847;0.8951048951048951
4;0.99993896484375;0.8947368421052632;0.94444436;0.9444444444444444;0.9444444444444444
5;0.9998588562011719;0.8092783505154639;0.8945868;0.9127906976744186;0.8770949720670391
6;0.9998626708984375;0.8392857142857143;0.9126213;0.9306930693069307;0.8952380952380953
7;0.9999580383300781;0.9552845528455285;0.9771309;1.0;0.9552845528455285
8;0.9999351501464844;0.932;0.9648033;0.9708333333333333;0.9588477366255144
9;0.9998855590820312;0.8920863309352518;0.94296575;0.9880478087649402;0.9018181818181819
10;0.9998893737792969;0.9176136363636364;0.957037;0.9847560975609756;0.930835734870317
11;0.9998817443847656;0.8970099667774086;0.9457092;0.9818181818181818;0.9121621621621622
12;0.9997825622558594;0.8463611859838275;0.9167883;0.8698060941828255;0.9691358024691358
13;0.9998283386230469;0.8828125;0.9377593;0.93646408839779;0.9390581717451524
14;0.9998855590820312;0.9202127659574468;0.9584487;0.9801699716713881;0.9376693766937669
15;0.9998550415039062;0.9214876033057852;0.95913976;0.9867256637168141;0.9330543933054394
16;0.9998397827148438;0.923217550274223;0.96007603;0.9882583170254403;0.933456561922366
17;0.9998092651367188;0.9202551834130781;0.95847166;0.9948275862068966;0.9246794871794872
18;0.9998626708984375;0.9102244389027432;0.9530026;0.9918478260869565;0.9170854271356784
19;0.999908447265625;0.9032258064516129;0.94915247;0.9531914893617022;0.9451476793248945
20;1.0;1.0;1.0;1.0;1.0
21;0.9999542236328125;0.9294117647058824;0.9634146;0.9461077844311377;0.9813664596273292
22;0.9998855590820312;0.8695652173913043;0.93023247;0.8928571428571429;0.970873786407767
23;0.9999313354492188;0.9243697478991597;0.9606986;0.990990990990991;0.9322033898305084
24;0.9999580383300781;0.9644012944983819;0.9818781;0.9900332225913622;0.9738562091503268
25;0.9999351501464844;0.9673704414587332;0.98341465;0.9882352941176471;0.9786407766990292
26;0.9999122619628906;0.9507494646680942;0.97475296;0.9910714285714286;0.958963282937365
27;0.9999160766601562;0.8817204301075269;0.93714285;0.9820359281437125;0.8961748633879781
28;0.9999542236328125;0.9104477611940298;0.95312494;1.0;0.9104477611940298
29;0.9999313354492188;0.9299610894941635;0.9637096;0.987603305785124;0.9409448818897638
30;0.9999504089355469;0.9469387755102041;0.97274625;0.9872340425531915;0.9586776859504132
31;0.999969482421875;0.9624413145539906;0.9808612;0.9951456310679612;0.9669811320754716
32;0.9999465942382812;0.9151515151515152;0.9556961;0.993421052631579;0.9207317073170732
33;0.9999580383300781;0.9112903225806451;0.9535864;1.0;0.9112903225806451
34;0.9999809265136719;0.9519230769230769;0.9753694;0.9801980198019802;0.9705882352941176
35;0.9999580383300781;0.9458128078817734;0.9721518;0.9948186528497409;0.9504950495049505
36;0.9999656677246094;0.9592760180995475;0.9792147;0.9953051643192489;0.9636363636363636
