Index;Accuracy;Jaccard;DICE;Precision;Recall
0;1.0;1.0;1.0;1.0;1.0
1;0.9999961853027344;0.9333333333333333;0.96551716;1.0;0.9333333333333333
2;0.9999809265136719;0.965034965034965;0.9822063;0.9857142857142858;0.9787234042553191
3;0.9999427795410156;0.9292452830188679;0.9633252;0.9563106796116505;0.9704433497536946
4;0.9999771118164062;0.9766536964980544;0.9881889;0.9920948616600791;0.984313725490196
5;0.9999313354492188;0.9457831325301205;0.97213614;0.9486404833836858;0.9968253968253968
6;0.9999008178710938;0.9087719298245615;0.9522058;0.925;0.9810606060606061
7;0.9998893737792969;0.9337899543378996;0.9657615;0.9423963133640553;0.9903147699757869
8;0.99993896484375;0.9727891156462585;0.9862068;0.9879101899827288;0.9845094664371773
9;0.9999542236328125;0.9693877551020408;0.9844559;0.987012987012987;0.9819121447028424
10;0.9999809265136719;0.9324324324324325;0.9650349;1.0;0.9324324324324325
11;1.0;1.0;1.0;1.0;1.0
12;0.9999923706054688;0.9834710743801653;0.9916666;0.9916666666666667;0.9916666666666667
13;0.9999427795410156;0.9469964664310954;0.9727767;0.9852941176470589;0.9605734767025089
14;0.9999732971191406;0.9781931464174455;0.9889763;1.0;0.9781931464174455
15;0.9999771118164062;0.9766536964980544;0.9881889;0.9920948616600791;0.984313725490196
16;0.999969482421875;0.9706959706959707;0.9851301;0.9851301115241635;0.9851301115241635
17;0.9999580383300781;0.972972972972973;0.98630136;0.9924812030075187;0.9801980198019802
18;0.9999198913574219;0.9433962264150944;0.9708738;0.9615384615384616;0.9803921568627451
19;0.9999847412109375;0.9807692307692307;0.9902912;0.9951219512195122;0.9855072463768116
20;0.9999771118164062;0.9640718562874252;0.9817073;0.9877300613496932;0.9757575757575757
21;0.999969482421875;0.9692307692307692;0.98437494;0.9882352941176471;0.980544747081712
22;0.9999847412109375;0.9770114942528736;0.988372;0.9883720930232558;0.9883720930232558
23;0.9999771118164062;0.961038961038961;0.9801324;0.9673202614379085;0.9932885906040269
24;0.9999961853027344;0.991304347826087;0.99563307;1.0;0.991304347826087
25;0.9999732971191406;0.9156626506024096;0.9559748;0.987012987012987;0.926829268292683
26;0.9999885559082031;0.9829545454545454;0.9914039;0.9942528735632183;0.9885714285714285
27;0.9999542236328125;0.9402985074626866;0.9692307;0.9895287958115183;0.949748743718593
28;0.99993896484375;0.9430604982206405;0.970696;0.9962406015037594;0.9464285714285714
29;0.9999923706054688;0.967741935483871;0.98360646;1.0;0.967741935483871
30;0.9999885559082031;0.9727272727272728;0.98617506;1.0;0.9727272727272728
31;0.999969482421875;0.9272727272727272;0.96226406;1.0;0.9272727272727272
32;0.9999885559082031;0.967741935483871;0.98360646;1.0;0.967741935483871
33;0.9999732971191406;0.8771929824561403;0.9345794;1.0;0.8771929824561403
34;1.0;1.0;1.0;1.0;1.0
35;0.9999961853027344;0.9230769230769231;0.96;1.0;0.9230769230769231
36;1.0;1.0;1.0;1.0;1.0
37;0.9999923706054688;0.9333333333333333;0.96551716;0.9655172413793104;0.9655172413793104
38;0.9999885559082031;0.9577464788732394;0.9784172;1.0;0.9577464788732394
39;0.9999885559082031;0.9577464788732394;0.97841716;0.9855072463768116;0.9714285714285714
40;0.9999961853027344;0.9787234042553191;0.98924726;1.0;0.9787234042553191
41;0.9999885559082031;0.9285714285714286;0.9629629;0.975;0.9512195121951219
42;0.9999961853027344;0.8571428571428571;0.92307687;0.8571428571428571;1.0
43;0.9999885559082031;0.7857142857142857;0.87999994;0.9166666666666666;0.8461538461538461
44;0.9999923706054688;0.9636363636363636;0.9814814;1.0;0.9636363636363636
45;1.0;1.0;1.0;1.0;1.0
46;0.9999961853027344;0.8333333333333334;0.9090909;0.8333333333333334;1.0
47;1.0;1.0;1.0;1.0;1.0
48;0.9999961853027344;0.9957446808510638;0.99786776;0.9957446808510638;1.0
49;0.9999885559082031;0.9883268482490273;0.99412906;0.9921875;0.996078431372549
50;0.9999923706054688;0.9852941176470589;0.9925925;0.9925925925925926;0.9925925925925926
51;1.0;1.0;1.0;1.0;1.0
52;0.9999961853027344;0.9411764705882353;0.96969694;1.0;0.9411764705882353
53;0.9999961853027344;0.9411764705882353;0.96969694;1.0;0.9411764705882353
54;0.9999923706054688;0.8571428571428571;0.92307687;0.9230769230769231;0.9230769230769231
55;1.0;1.0;1.0;1.0;1.0
56;1.0;1.0;1.0;1.0;1.0
57;0.9999961853027344;0.9411764705882353;0.96969694;0.9411764705882353;1.0
58;1.0;1.0;1.0;1.0;1.0
59;1.0;1.0;1.0;1.0;1.0
60;1.0;1.0;1.0;1.0;1.0
61;0.9999771118164062;0.9836512261580381;0.99175817;0.9944903581267218;0.989041095890411
62;0.9999847412109375;0.9929453262786596;0.99646014;0.9964601769911504;0.9964601769911504
63;0.999969482421875;0.9840954274353877;0.99198395;0.9959758551307847;0.9880239520958084
64;0.9999961853027344;0.9949494949494949;0.9974683;1.0;0.9949494949494949
65;0.9999885559082031;0.925;0.9610389;0.9487179487179487;0.9736842105263158
66;0.9999809265136719;0.9920508744038156;0.9960095;0.9968051118210862;0.9952153110047847
67;0.9999580383300781;0.9852348993288591;0.9925625;0.99055330634278;0.994579945799458
68;0.9999732971191406;0.9905149051490515;0.9952347;0.9932065217391305;0.9972714870395635
69;0.9999732971191406;0.985655737704918;0.992776;0.9876796714579056;0.9979253112033195
70;0.999969482421875;0.9652173913043478;0.9823009;0.9652173913043478;1.0
71;0.9998245239257812;0.766497461928934;0.86781603;0.766497461928934;1.0
72;0.9999923706054688;0.9848484848484849;0.9923664;1.0;0.9848484848484849
73;0.9999847412109375;0.8260869565217391;0.9047618;1.0;0.8260869565217391
74;0.9999847412109375;0.9804878048780488;0.99014765;0.9852941176470589;0.995049504950495
75;0.9999847412109375;0.9322033898305084;0.96491224;0.9649122807017544;0.9649122807017544
76;0.9999923706054688;0.9797979797979798;0.98979586;0.9797979797979798;1.0
77;0.9999923706054688;0.9813084112149533;0.99056596;0.9813084112149533;1.0
78;1.0;1.0;1.0;1.0;1.0
79;0.9999885559082031;0.9787234042553191;0.98924726;0.9928057553956835;0.9857142857142858
80;0.9999427795410156;0.9452554744525548;0.97185737;0.9700374531835206;0.9736842105263158
81;0.9999732971191406;0.974169741697417;0.9869159;0.9814126394052045;0.9924812030075187
82;0.9999618530273438;0.9644128113879004;0.981884;0.9890510948905109;0.9748201438848921
83;0.9999809265136719;0.9726775956284153;0.9861495;0.9888888888888889;0.9834254143646409
84;0.9999885559082031;0.9625;0.9808916;0.9746835443037974;0.9871794871794872
85;0.9999809265136719;0.9375;0.96774185;0.9615384615384616;0.974025974025974
86;0.9999885559082031;0.9716981132075472;0.9856459;0.9716981132075472;1.0
87;0.9999809265136719;0.9532710280373832;0.9760765;0.9532710280373832;1.0
88;0.9999961853027344;0.98;0.9898989;1.0;0.98
89;0.9999771118164062;0.9571428571428572;0.9781021;0.9710144927536232;0.9852941176470589
90;0.9999885559082031;0.9765625;0.9881422;0.984251968503937;0.9920634920634921
91;0.9999961853027344;0.9782608695652174;0.98901093;0.9782608695652174;1.0
92;0.9999885559082031;0.9705882352941176;0.9850746;0.99;0.9801980198019802
93;0.9999923706054688;0.9759036144578314;0.98780483;0.9878048780487805;0.9878048780487805
94;1.0;1.0;1.0;1.0;1.0
95;0.9999847412109375;0.8857142857142857;0.9393939;0.8857142857142857;1.0
96;0.9999809265136719;0.8148148148148148;0.8979592;0.88;0.9166666666666666
97;0.9999923706054688;0.9961013645224172;0.9980468;0.998046875;0.998046875
98;1.0;1.0;1.0;1.0;1.0
99;1.0;1.0;1.0;1.0;1.0
100;0.9999771118164062;0.9906976744186047;0.99532706;0.9906976744186047;1.0
101;0.9999961853027344;0.9983164983164983;0.9991575;0.9983164983164983;1.0
102;0.9999885559082031;0.9571428571428572;0.9781021;0.9571428571428572;1.0
103;1.0;1.0;1.0;1.0;1.0
104;0.9999961853027344;0.9915966386554622;0.9957805;0.9915966386554622;1.0
105;0.9999961853027344;0.9917355371900827;0.99585056;0.9917355371900827;1.0
106;0.9999923706054688;0.9857142857142858;0.9928057;0.9857142857142858;1.0
107;0.9999923706054688;0.9782608695652174;0.98901093;0.9782608695652174;1.0
108;0.9999847412109375;0.9642857142857143;0.98181814;0.9642857142857143;1.0
109;0.9999923706054688;0.9615384615384616;0.9803921;0.9615384615384616;1.0
110;0.9999923706054688;0.974025974025974;0.98684204;1.0;0.974025974025974
111;0.9999923706054688;0.96;0.9795917;0.96;1.0
112;0.9999885559082031;0.9784172661870504;0.98909086;0.9784172661870504;1.0
113;0.9999809265136719;0.9866310160427807;0.99327046;0.9919354838709677;0.9946091644204852
114;0.9999809265136719;0.9889135254988913;0.99442583;0.9955357142857143;0.9933184855233853
115;1.0;1.0;1.0;1.0;1.0
116;0.9999923706054688;0.9607843137254902;0.97999996;1.0;0.9607843137254902
117;1.0;1.0;1.0;1.0;1.0
118;0.9999732971191406;0.95625;0.9776357;0.9870967741935484;0.9683544303797469
119;0.9999961853027344;0.9955156950672646;0.9977527;1.0;0.9955156950672646
120;0.9999923706054688;0.991701244813278;0.9958333;1.0;0.991701244813278
121;0.9999732971191406;0.972972972972973;0.98630136;0.9882352941176471;0.984375
122;0.9999847412109375;0.9930434782608696;0.99650955;0.9965095986038395;0.9965095986038395
123;0.9999809265136719;0.9898785425101214;0.9949135;0.9979591836734694;0.9918864097363083
124;0.9999656677246094;0.9793103448275862;0.98954695;0.9815668202764977;0.9976580796252927
125;0.9999809265136719;0.9832214765100671;0.9915398;0.9932203389830508;0.9898648648648649
126;0.9999923706054688;0.9925373134328358;0.9962546;0.9962546816479401;0.9962546816479401
127;0.9999885559082031;0.9885057471264368;0.99421954;0.9961389961389961;0.9923076923076923
128;0.9999771118164062;0.9776951672862454;0.9887218;0.9924528301886792;0.9850187265917603
129;0.9999809265136719;0.9166666666666666;0.9565217;1.0;0.9166666666666666
130;1.0;1.0;1.0;1.0;1.0
131;0.9999961853027344;0.993421052631579;0.99669963;1.0;0.993421052631579
132;1.0;1.0;1.0;1.0;1.0
133;1.0;1.0;1.0;1.0;1.0
134;1.0;1.0;1.0;1.0;1.0
135;1.0;1.0;1.0;1.0;1.0
136;0.9999961853027344;0.9921875;0.9960784;1.0;0.9921875
137;0.9999961853027344;0.993103448275862;0.9965397;1.0;0.993103448275862
138;0.9999885559082031;0.9765625;0.9881422;0.9920634920634921;0.984251968503937
139;0.9999923706054688;0.9859154929577465;0.99290776;0.9859154929577465;1.0
140;0.9999961853027344;0.9939393939393939;0.9969604;0.9939393939393939;1.0
141;0.9999504089355469;0.9301075268817204;0.9637882;0.9505494505494505;0.9774011299435028
142;0.9999465942382812;0.9333333333333333;0.9655172;0.9423076923076923;0.98989898989899
