Fold;Accuracy Mean;Accuracy Std;Jaccard Mean;Jaccard Std;DICE Mean;DICE Std;Precision Mean;Precision Std;Recall Mean;Recall Std
1;0.9999647367568243;0.0001947811615549247;0.9560136537067786;0.08479349998437413;0.97429836;0.07599212;0.9751800432036506;0.07906226852593508;0.9791112825204875;0.03657278298125605
2;0.9999812216985793;2.0386153483483577e-05;0.9528628056303726;0.07534114710655458;0.9739241;0.050849643;0.978148025827793;0.03395017383441248;0.9738410900196325;0.07056336529453353
3;0.9999806994483584;2.0738759027736422e-05;0.945672610957686;0.09776171732761653;0.9679893;0.08411879;0.9662297518881319;0.08633536353083152;0.9728722515075173;0.09311690588442281
4;0.9999833478185232;2.2028223656721232e-05;0.956734427936737;0.056646779775391426;0.9769541;0.032360226;0.9808656478807375;0.03484134204141287;0.9752120610475122;0.04861357858720287
5;0.9999835534010105;1.871097647634723e-05;0.9515876137820216;0.08067890404694698;0.9728196;0.05846623;0.9746356297666637;0.07159881778614544;0.9762289644695397;0.04519664485872556
Overall Mean;0.999978711824659;7.07793665876144e-06;0.952574222402719;0.003945273505564545;0.9731971;0.0029366568;0.9750118197133955;0.004927425825133794;0.9754531299129379;0.0021587829867029938
