Epoch;Loss;Validation Loss
1;0.9972618818283081;0.9975953102111816
2;0.9945009350776672;0.9398722648620605
3;0.9898446798324585;0.8672266602516174
4;0.9789318442344666;0.9999791979789734
5;0.9469537138938904;0.9999305009841919
6;0.8177670836448669;0.9999989867210388
7;0.4902043044567108;0.9999682307243347
8;0.24476779997348785;0.9996505975723267
9;0.16415244340896606;0.9249200224876404
10;0.10969272255897522;0.7663201093673706
11;0.08576326817274094;0.40663042664527893
12;0.07242684066295624;0.280012845993042
13;0.06586696207523346;0.25236955285072327
14;0.056907426565885544;0.1974249631166458
15;0.06237199530005455;0.22777454555034637
16;0.05442133545875549;0.32155632972717285
17;0.04982680082321167;0.12160808593034744
18;0.051602378487586975;0.15517647564411163
19;0.04733552038669586;0.06392258405685425
20;0.04696950316429138;0.13451820611953735
21;0.044748466461896896;0.06742258369922638
22;0.03910344839096069;0.06511001288890839
23;0.04128654673695564;0.050700947642326355
24;0.038675252348184586;0.06317237764596939
25;0.03809547796845436;0.05480199679732323
26;0.0345287024974823;0.13083037734031677
27;0.03599058836698532;0.12322644889354706
28;0.03647487238049507;0.10895772278308868
29;0.04106295481324196;0.028930462896823883
30;0.03616626560688019;0.08761614561080933
31;0.03427049145102501;0.029140092432498932
32;0.03491813316941261;0.054426465183496475
33;0.031967226415872574;0.02518666349351406
34;0.03381790220737457;0.13591687381267548
35;0.03821050003170967;0.08030416071414948
36;0.0445202998816967;0.2442413717508316
37;0.0698079839348793;0.9978587031364441
38;0.06738743185997009;0.9983439445495605
39;0.05389426648616791;0.9604349732398987
40;0.03946531191468239;0.24461396038532257
41;0.03739747032523155;0.21552397310733795
42;0.03771604970097542;0.04749056324362755
43;0.038467228412628174;0.03477146476507187
44;0.03320522978901863;0.029630417004227638
45;0.03427688032388687;0.029316836968064308
46;0.03227318823337555;0.028803100809454918
47;0.03247283399105072;0.03452146798372269
48;0.03138181194663048;0.03138694167137146
49;0.029671458527445793;0.026095813140273094
50;0.03347712382674217;0.046970997005701065
51;0.03284604847431183;0.02690253034234047
52;0.031090859323740005;0.027830520644783974
53;0.032324302941560745;0.1840154081583023
54;0.03165585920214653;0.03369462117552757
55;0.0331195667386055;0.04541192948818207
56;0.03312765434384346;0.02779010310769081
57;0.029615743085741997;0.035069745033979416
58;0.029501091688871384;0.030041053891181946
59;0.030669476836919785;0.03812939673662186
60;0.029846644029021263;0.035833314061164856
61;0.02763029932975769;0.030529597774147987
62;0.028443055227398872;0.029620908200740814
63;0.02731420285999775;0.03662262484431267
64;0.028049582615494728;0.02218909189105034
65;0.025663213804364204;0.027376051992177963
66;0.028766827657818794;0.022902969270944595
67;0.026199668645858765;0.025059882551431656
68;0.028084497898817062;0.024138113483786583
69;0.026556089520454407;0.023270796984434128
70;0.026513153687119484;0.051904939115047455
71;0.02692067250609398;0.021787172183394432
72;0.02561815455555916;0.01976826973259449
73;0.027789771556854248;0.02467961609363556
74;0.027568381279706955;0.023481592535972595
75;0.027965562418103218;0.03157518804073334
76;0.02539229579269886;0.02272045984864235
77;0.027120908722281456;0.0199241004884243
78;0.028738727793097496;0.031931180506944656
79;0.025827262550592422;0.030461998656392097
80;0.024954460561275482;0.024611229076981544
81;0.0248197503387928;0.021051932126283646
82;0.03135534003376961;0.03598291799426079
83;0.029047604650259018;0.03127400949597359
84;0.028727946802973747;0.0824677050113678
85;0.030298713594675064;0.035394087433815
86;0.03771112114191055;0.039707884192466736
87;0.05429590120911598;0.13497067987918854
88;0.07881655544042587;0.2291749119758606
89;0.05964251235127449;0.2058432251214981
90;0.05399250611662865;0.05152455344796181
91;0.04033690690994263;0.06351827085018158
92;0.04159460589289665;0.1570926308631897
93;0.04275869205594063;0.10245104879140854
94;0.04554911330342293;0.08027909696102142
95;0.04633624106645584;0.09374036639928818
96;0.0507684163749218;0.08071233332157135
97;0.03777752071619034;0.06423743814229965
98;0.03447464108467102;0.04060433432459831
99;0.03372861072421074;0.027806313708424568
100;0.03160048648715019;0.03711637109518051
101;0.031310148537158966;0.028452662751078606
102;0.030414100736379623;0.027719315141439438
103;0.030105778947472572;0.02370367757976055
104;0.03452692925930023;0.07117094099521637
105;0.038871005177497864;0.050946224480867386
106;0.03278611972928047;0.033477067947387695
107;0.031519122421741486;0.028192266821861267
108;0.03011544980108738;0.04183221235871315
109;0.030034378170967102;0.025639142841100693
110;0.030144711956381798;0.027263721451163292
111;0.034047164022922516;0.02934606373310089
112;0.03007485903799534;0.023190297186374664
113;0.030171573162078857;0.033233895897865295
114;0.026582393795251846;0.0224236361682415
115;0.028598805889487267;0.03693960979580879
116;0.0307548176497221;0.04265384376049042
117;0.032294776290655136;0.032612115144729614
118;0.03532456234097481;0.03068540245294571
119;0.030161600559949875;0.02540837787091732
120;0.027964070439338684;0.026759689673781395
121;0.028579484671354294;0.022322168573737144
122;0.0266250129789114;0.020868653431534767
123;0.02740013413131237;0.03489670157432556
124;0.027641737833619118;0.021952947601675987
125;0.027858685702085495;0.020896658301353455
126;0.025210628286004066;0.02456546202301979
127;0.025481052696704865;0.021423330530524254
128;0.02660791389644146;0.020578796043992043
129;0.02418879047036171;0.02179608680307865
130;0.025205817073583603;0.02241327427327633
131;0.02423829957842827;0.018875928595662117
132;0.0261569544672966;0.032176557928323746
133;0.02712358720600605;0.018959760665893555
134;0.028873471543192863;0.022538624703884125
135;0.03385774418711662;0.32392898201942444
136;0.03142019361257553;0.05396297574043274
137;0.02944318763911724;0.025145987048745155
138;0.02855396270751953;0.023119617253541946
139;0.028947139158844948;0.034341901540756226
140;0.02949487417936325;0.026086350902915
141;0.02679562382400036;0.03273065760731697
142;0.02912485972046852;0.025093073025345802
143;0.02513529732823372;0.022005243226885796
144;0.026160381734371185;0.021257225424051285
145;0.02317330613732338;0.02044767141342163
146;0.02577744424343109;0.02991846576333046
147;0.026504775509238243;0.021706601604819298
148;0.026569701731204987;0.022567950189113617
149;0.02575894258916378;0.023066259920597076
150;0.026636453345417976;0.03170109540224075
