Fold;Accuracy Mean;Accuracy Std;Jaccard Mean;Jaccard Std;DICE Mean;DICE Std;Precision Mean;Precision Std;Recall Mean;Recall Std
1;0.9999563353402274;0.0001938768893414168;0.9400176449770163;0.09360701036134085;0.96525943;0.0813201;0.9710974622588937;0.09104547055179392;0.9662922016644289;0.0455633136752356
2;0.9999716622488839;2.7301372434664274e-05;0.929785825613604;0.10135562706626307;0.9598347;0.07254949;0.9718166486567867;0.03566699687633774;0.9567181920734533;0.10114199247670527
3;0.9999723661513555;3.103403074560977e-05;0.9347684697643887;0.07405610808861486;0.96455777;0.04531538;0.9700014801115229;0.04580162053336918;0.9634124646229958;0.06661586830261179
4;0.9999734570166308;2.9004900660283027e-05;0.9357600749043293;0.06681057177767265;0.96545225;0.03958973;0.9692783811326549;0.04542151320044794;0.9654712051595742;0.059837692866420114
5;0.999978710791308;2.2373501510803027e-05;0.9422192686107006;0.0901608126504185;0.96720165;0.06652928;0.9688493509258295;0.06731618674018792;0.9724076117005999;0.06689431361215167
Overall Mean;0.9999705063096812;7.5050885673597705e-06;0.9365102567740078;0.004329183697039979;0.96446115;0.0024715706;0.9702086646171375;0.0011073987910417374;0.9648603350442103;0.005055207417246077
