Epoch;Loss;Validation Loss
1;1.0577294826507568;0.9981077313423157
2;1.0555529594421387;0.9621221423149109
3;1.0514049530029297;0.9958731532096863
4;1.0402427911758423;0.9956576228141785
5;1.0060765743255615;0.996913731098175
6;0.8770617842674255;0.9454737305641174
7;0.5960397720336914;0.9804499745368958
8;0.3161645531654358;0.7072224617004395
9;0.2216484695672989;0.26033633947372437
10;0.1691766381263733;0.1718418002128601
11;0.14416757225990295;0.11949137598276138
12;0.13300777971744537;0.14374487102031708
13;0.12785618007183075;0.16567453742027283
14;0.11953266710042953;0.11255630850791931
15;0.12148138135671616;0.09521568566560745
16;0.11386533081531525;0.08660147339105606
17;0.12151685357093811;0.1444113552570343
18;0.11178407073020935;0.16391894221305847
19;0.11048181354999542;0.12474700063467026
20;0.10021377354860306;0.06570173799991608
21;0.09896165877580643;0.06420449912548065
22;0.09779711812734604;0.06494498997926712
23;0.10202086716890335;0.12154342234134674
24;0.09484900534152985;0.06154077500104904
25;0.09212375432252884;0.05994262173771858
26;0.098366379737854;0.05206151306629181
27;0.08580233156681061;0.04273110628128052
28;0.08807478845119476;0.046406861394643784
29;0.09106669574975967;0.09805070608854294
30;0.09142208099365234;0.05182913318276405
31;0.09044433385133743;0.035006169229745865
32;0.08785692602396011;0.036229174584150314
33;0.08938675373792648;0.03550469130277634
34;0.09101103246212006;0.0685809925198555
35;0.09090561419725418;0.043210916221141815
36;0.0868496522307396;0.03344878554344177
37;0.08558417111635208;0.0292368046939373
38;0.08553876727819443;0.03371679037809372
39;0.08907192200422287;0.030211877077817917
40;0.08999795466661453;0.029867980629205704
41;0.08225244283676147;0.02829858288168907
42;0.0879492536187172;0.03138168528676033
43;0.08638359606266022;0.027953699231147766
44;0.08797498047351837;0.030645256862044334
45;0.08372732996940613;0.03319942206144333
46;0.0859459862112999;0.05119295418262482
47;0.08508791029453278;0.025370106101036072
48;0.08660458028316498;0.03484906628727913
49;0.08619703352451324;0.04028613492846489
50;0.08420177549123764;0.027605470269918442
51;0.1152619868516922;0.1087162122130394
52;0.10849994421005249;0.16329781711101532
53;0.11661943793296814;0.5913578271865845
54;0.09339207410812378;0.3865687847137451
55;0.0927746370434761;0.03427368402481079
56;0.08725447207689285;0.045552924275398254
57;0.08854154497385025;0.02912302501499653
